,accuracy,activation,max_iter,n_iter_no_change,solver,tol,knn
1166,0.7554467950742028,tanh,500,10,lbfgs,0.01,10
674,0.7554467950742028,tanh,200,15,lbfgs,0.01,5
1154,0.7554467950742028,tanh,500,5,lbfgs,0.01,10
662,0.7554467950742028,tanh,200,10,lbfgs,0.01,5
1142,0.7554467950742028,tanh,300,15,lbfgs,0.01,10
734,0.7554467950742028,tanh,500,10,lbfgs,0.01,5
1106,0.7554467950742028,tanh,200,15,lbfgs,0.01,10
1082,0.7554467950742028,tanh,200,5,lbfgs,0.01,10
1130,0.7554467950742028,tanh,300,10,lbfgs,0.01,10
1118,0.7554467950742028,tanh,300,5,lbfgs,0.01,10
1094,0.7554467950742028,tanh,200,10,lbfgs,0.01,10
290,0.755131038838017,tanh,500,5,lbfgs,0.01,3
314,0.755131038838017,tanh,500,15,lbfgs,0.01,3
254,0.755131038838017,tanh,300,5,lbfgs,0.01,3
266,0.755131038838017,tanh,300,10,lbfgs,0.01,3
230,0.755131038838017,tanh,200,10,lbfgs,0.01,3
218,0.755131038838017,tanh,200,5,lbfgs,0.01,3
278,0.755131038838017,tanh,300,15,lbfgs,0.01,3
817,0.755131038838017,relu,300,15,lbfgs,0.001,5
302,0.755131038838017,tanh,500,10,lbfgs,0.01,3
816,0.755131038838017,relu,300,15,lbfgs,0.0001,5
805,0.755131038838017,relu,300,10,lbfgs,0.001,5
793,0.755131038838017,relu,300,5,lbfgs,0.001,5
792,0.755131038838017,relu,300,5,lbfgs,0.0001,5
804,0.755131038838017,relu,300,10,lbfgs,0.0001,5
242,0.755131038838017,tanh,200,15,lbfgs,0.01,3
998,0.7549731607199243,logistic,200,15,lbfgs,0.01,10
986,0.7549731607199243,logistic,200,10,lbfgs,0.01,10
1046,0.7549731607199243,logistic,500,5,lbfgs,0.01,10
974,0.7549731607199243,logistic,200,5,lbfgs,0.01,10
1022,0.7549731607199243,logistic,300,10,lbfgs,0.01,10
1070,0.7549731607199243,logistic,500,15,lbfgs,0.01,10
1058,0.7549731607199243,logistic,500,10,lbfgs,0.01,10
1010,0.7549731607199243,logistic,300,5,lbfgs,0.01,10
1034,0.7549731607199243,logistic,300,15,lbfgs,0.01,10
170,0.7548152826018314,logistic,300,15,lbfgs,0.01,3
182,0.7548152826018314,logistic,500,5,lbfgs,0.01,3
542,0.7548152826018314,logistic,200,5,lbfgs,0.01,5
554,0.7548152826018314,logistic,200,10,lbfgs,0.01,5
158,0.7548152826018314,logistic,300,10,lbfgs,0.01,3
566,0.7548152826018314,logistic,200,15,lbfgs,0.01,5
146,0.7548152826018314,logistic,300,5,lbfgs,0.01,3
122,0.7548152826018314,logistic,200,10,lbfgs,0.01,3
578,0.7548152826018314,logistic,300,5,lbfgs,0.01,5
134,0.7548152826018314,logistic,200,15,lbfgs,0.01,3
110,0.7548152826018314,logistic,200,5,lbfgs,0.01,3
1073,0.7548152826018314,logistic,500,15,sgd,0.001,10
1037,0.7548152826018314,logistic,300,15,sgd,0.001,10
194,0.7548152826018314,logistic,500,10,lbfgs,0.01,3
590,0.7548152826018314,logistic,300,10,lbfgs,0.01,5
614,0.7548152826018314,logistic,500,5,lbfgs,0.01,5
626,0.7548152826018314,logistic,500,10,lbfgs,0.01,5
638,0.7548152826018314,logistic,500,15,lbfgs,0.01,5
1001,0.7548152826018314,logistic,200,15,sgd,0.001,10
602,0.7548152826018314,logistic,300,15,lbfgs,0.01,5
206,0.7548152826018314,logistic,500,15,lbfgs,0.01,3
1040,0.7544995263656458,logistic,300,15,adam,0.0001,10
569,0.75418377012946,logistic,200,15,sgd,0.001,5
1028,0.75418377012946,logistic,300,10,adam,0.0001,10
1064,0.75418377012946,logistic,500,10,adam,0.0001,10
641,0.75418377012946,logistic,500,15,sgd,0.001,5
605,0.75418377012946,logistic,300,15,sgd,0.001,5
1061,0.7540258920113673,logistic,500,10,sgd,0.001,10
209,0.7540258920113673,logistic,500,15,sgd,0.001,3
173,0.7540258920113673,logistic,300,15,sgd,0.001,3
989,0.7540258920113673,logistic,200,10,sgd,0.001,10
1025,0.7540258920113673,logistic,300,10,sgd,0.001,10
137,0.7540258920113673,logistic,200,15,sgd,0.001,3
891,0.7537101357751815,identity,200,15,lbfgs,0.1,10
1013,0.7537101357751815,logistic,300,5,sgd,0.001,10
593,0.7537101357751815,logistic,300,10,sgd,0.001,5
879,0.7537101357751815,identity,200,10,lbfgs,0.1,10
939,0.7537101357751815,identity,500,5,lbfgs,0.1,10
963,0.7537101357751815,identity,500,15,lbfgs,0.1,10
867,0.7537101357751815,identity,200,5,lbfgs,0.1,10
629,0.7537101357751815,logistic,500,10,sgd,0.001,5
903,0.7537101357751815,identity,300,5,lbfgs,0.1,10
951,0.7537101357751815,identity,500,10,lbfgs,0.1,10
977,0.7537101357751815,logistic,200,5,sgd,0.001,10
620,0.7537101357751815,logistic,500,5,adam,0.0001,5
584,0.7537101357751815,logistic,300,5,adam,0.0001,5
927,0.7537101357751815,identity,300,15,lbfgs,0.1,10
915,0.7537101357751815,identity,300,10,lbfgs,0.1,10
1148,0.7537101357751815,tanh,300,15,adam,0.0001,10
557,0.7537101357751815,logistic,200,10,sgd,0.001,5
1124,0.7537101357751815,tanh,300,5,adam,0.0001,10
1136,0.7537101357751815,tanh,300,10,adam,0.0001,10
1049,0.7537101357751815,logistic,500,5,sgd,0.001,10
459,0.7535522576570888,identity,200,15,lbfgs,0.1,5
617,0.7535522576570888,logistic,500,5,sgd,0.001,5
495,0.7535522576570888,identity,300,15,lbfgs,0.1,5
507,0.7535522576570888,identity,500,5,lbfgs,0.1,5
161,0.7535522576570888,logistic,300,10,sgd,0.001,3
519,0.7535522576570888,identity,500,10,lbfgs,0.1,5
483,0.7535522576570888,identity,300,10,lbfgs,0.1,5
471,0.7535522576570888,identity,300,5,lbfgs,0.1,5
531,0.7535522576570888,identity,500,15,lbfgs,0.1,5
125,0.7535522576570888,logistic,200,10,sgd,0.001,3
545,0.7535522576570888,logistic,200,5,sgd,0.001,5
447,0.7535522576570888,identity,200,10,lbfgs,0.1,5
435,0.7535522576570888,identity,200,5,lbfgs,0.1,5
581,0.7535522576570888,logistic,300,5,sgd,0.001,5
197,0.7535522576570888,logistic,500,10,sgd,0.001,3
63,0.7533943795389959,identity,300,15,lbfgs,0.1,3
858,0.7533943795389959,relu,500,15,sgd,0.01,5
87,0.7533943795389959,identity,500,10,lbfgs,0.1,3
822,0.7533943795389959,relu,300,15,sgd,0.01,5
99,0.7533943795389959,identity,500,15,lbfgs,0.1,3
1218,0.7533943795389959,relu,200,15,sgd,0.01,10
1254,0.7533943795389959,relu,300,15,sgd,0.01,10
75,0.7533943795389959,identity,500,5,lbfgs,0.1,3
3,0.7533943795389959,identity,200,5,lbfgs,0.1,3
27,0.7533943795389959,identity,200,15,lbfgs,0.1,3
786,0.7533943795389959,relu,200,15,sgd,0.01,5
51,0.7533943795389959,identity,300,10,lbfgs,0.1,3
15,0.7533943795389959,identity,200,10,lbfgs,0.1,3
39,0.7533943795389959,identity,300,5,lbfgs,0.1,3
1290,0.7533943795389959,relu,500,15,sgd,0.01,10
149,0.753236501420903,logistic,300,5,sgd,0.001,3
390,0.753236501420903,relu,300,15,sgd,0.01,3
426,0.753236501420903,relu,500,15,sgd,0.01,3
113,0.753236501420903,logistic,200,5,sgd,0.001,3
354,0.753236501420903,relu,200,15,sgd,0.01,3
185,0.753236501420903,logistic,500,5,sgd,0.001,3
1272,0.7529207451847174,relu,500,10,lbfgs,0.0001,10
1238,0.7529207451847174,relu,300,10,lbfgs,0.01,10
1214,0.7529207451847174,relu,200,15,lbfgs,0.01,10
1260,0.7529207451847174,relu,500,5,lbfgs,0.0001,10
1286,0.7529207451847174,relu,500,15,lbfgs,0.01,10
1202,0.7529207451847174,relu,200,10,lbfgs,0.01,10
1250,0.7529207451847174,relu,300,15,lbfgs,0.01,10
1284,0.7529207451847174,relu,500,15,lbfgs,0.0001,10
1226,0.7529207451847174,relu,300,5,lbfgs,0.01,10
1190,0.7529207451847174,relu,200,5,lbfgs,0.01,10
1274,0.7529207451847174,relu,500,10,lbfgs,0.01,10
1262,0.7529207451847174,relu,500,5,lbfgs,0.01,10
1242,0.7526049889485318,relu,300,10,sgd,0.01,10
1255,0.7526049889485318,relu,300,15,sgd,0.1,10
1206,0.7526049889485318,relu,200,10,sgd,0.01,10
1224,0.7526049889485318,relu,300,5,lbfgs,0.0001,10
176,0.7526049889485318,logistic,300,15,adam,0.0001,3
1278,0.7526049889485318,relu,500,10,sgd,0.01,10
1248,0.7526049889485318,relu,300,15,lbfgs,0.0001,10
164,0.7526049889485318,logistic,300,10,adam,0.0001,3
1219,0.7526049889485318,relu,200,15,sgd,0.1,10
1291,0.7526049889485318,relu,500,15,sgd,0.1,10
1237,0.7526049889485318,relu,300,10,lbfgs,0.001,10
1236,0.7526049889485318,relu,300,10,lbfgs,0.0001,10
1249,0.7526049889485318,relu,300,15,lbfgs,0.001,10
1225,0.7526049889485318,relu,300,5,lbfgs,0.001,10
350,0.7524471108304389,relu,200,15,lbfgs,0.01,3
386,0.7524471108304389,relu,300,15,lbfgs,0.01,3
326,0.7524471108304389,relu,200,5,lbfgs,0.01,3
338,0.7524471108304389,relu,200,10,lbfgs,0.01,3
374,0.7524471108304389,relu,300,10,lbfgs,0.01,3
830,0.7524471108304389,relu,500,5,lbfgs,0.01,5
391,0.7524471108304389,relu,300,15,sgd,0.1,3
355,0.7524471108304389,relu,200,15,sgd,0.1,3
782,0.7524471108304389,relu,200,15,lbfgs,0.01,5
398,0.7524471108304389,relu,500,5,lbfgs,0.01,3
362,0.7524471108304389,relu,300,5,lbfgs,0.01,3
787,0.7524471108304389,relu,200,15,sgd,0.1,5
770,0.7524471108304389,relu,200,10,lbfgs,0.01,5
758,0.7524471108304389,relu,200,5,lbfgs,0.01,5
794,0.7524471108304389,relu,300,5,lbfgs,0.01,5
859,0.7524471108304389,relu,500,15,sgd,0.1,5
806,0.7524471108304389,relu,300,10,lbfgs,0.01,5
854,0.7524471108304389,relu,500,15,lbfgs,0.01,5
427,0.7524471108304389,relu,500,15,sgd,0.1,3
842,0.7524471108304389,relu,500,10,lbfgs,0.01,5
422,0.7524471108304389,relu,500,15,lbfgs,0.01,3
818,0.7524471108304389,relu,300,15,lbfgs,0.01,5
410,0.7524471108304389,relu,500,10,lbfgs,0.01,3
823,0.7524471108304389,relu,300,15,sgd,0.1,5
1285,0.752289232712346,relu,500,15,lbfgs,0.001,10
774,0.752289232712346,relu,200,10,sgd,0.01,5
810,0.752289232712346,relu,300,10,sgd,0.01,5
342,0.752289232712346,relu,200,10,sgd,0.01,3
1261,0.752289232712346,relu,500,5,lbfgs,0.001,10
378,0.752289232712346,relu,300,10,sgd,0.01,3
414,0.752289232712346,relu,500,10,sgd,0.01,3
846,0.752289232712346,relu,500,10,sgd,0.01,5
1273,0.752289232712346,relu,500,10,lbfgs,0.001,10
847,0.7511840858856963,relu,500,10,sgd,0.1,5
811,0.7511840858856963,relu,300,10,sgd,0.1,5
775,0.7511840858856963,relu,200,10,sgd,0.1,5
798,0.7510262077676034,relu,300,5,sgd,0.01,5
1207,0.7510262077676034,relu,200,10,sgd,0.1,10
1179,0.7510262077676034,tanh,500,15,lbfgs,0.1,10
747,0.7510262077676034,tanh,500,15,lbfgs,0.1,5
735,0.7510262077676034,tanh,500,10,lbfgs,0.1,5
1167,0.7510262077676034,tanh,500,10,lbfgs,0.1,10
1243,0.7510262077676034,relu,300,10,sgd,0.1,10
1083,0.7510262077676034,tanh,200,5,lbfgs,0.1,10
1095,0.7510262077676034,tanh,200,10,lbfgs,0.1,10
699,0.7510262077676034,tanh,300,10,lbfgs,0.1,5
1119,0.7510262077676034,tanh,300,5,lbfgs,0.1,10
687,0.7510262077676034,tanh,300,5,lbfgs,0.1,5
651,0.7510262077676034,tanh,200,5,lbfgs,0.1,5
1131,0.7510262077676034,tanh,300,10,lbfgs,0.1,10
723,0.7510262077676034,tanh,500,5,lbfgs,0.1,5
1279,0.7510262077676034,relu,500,10,sgd,0.1,10
1266,0.7510262077676034,relu,500,5,sgd,0.01,10
711,0.7510262077676034,tanh,300,15,lbfgs,0.1,5
675,0.7510262077676034,tanh,200,15,lbfgs,0.1,5
1155,0.7510262077676034,tanh,500,5,lbfgs,0.1,10
1107,0.7510262077676034,tanh,200,15,lbfgs,0.1,10
762,0.7510262077676034,relu,200,5,sgd,0.01,5
834,0.7510262077676034,relu,500,5,sgd,0.01,5
1143,0.7510262077676034,tanh,300,15,lbfgs,0.1,10
663,0.7510262077676034,tanh,200,10,lbfgs,0.1,5
1230,0.7510262077676034,relu,300,5,sgd,0.01,10
1194,0.7510262077676034,relu,200,5,sgd,0.01,10
210,0.7508683296495106,logistic,500,15,sgd,0.01,3
211,0.7508683296495106,logistic,500,15,sgd,0.1,3
571,0.7508683296495106,logistic,200,15,sgd,0.1,5
366,0.7508683296495106,relu,300,5,sgd,0.01,3
139,0.7508683296495106,logistic,200,15,sgd,0.1,3
1075,0.7508683296495106,logistic,500,15,sgd,0.1,10
1074,0.7508683296495106,logistic,500,15,sgd,0.01,10
1039,0.7508683296495106,logistic,300,15,sgd,0.1,10
175,0.7508683296495106,logistic,300,15,sgd,0.1,3
174,0.7508683296495106,logistic,300,15,sgd,0.01,3
607,0.7508683296495106,logistic,300,15,sgd,0.1,5
570,0.7508683296495106,logistic,200,15,sgd,0.01,5
606,0.7508683296495106,logistic,300,15,sgd,0.01,5
219,0.7508683296495106,tanh,200,5,lbfgs,0.1,3
243,0.7508683296495106,tanh,200,15,lbfgs,0.1,3
379,0.7508683296495106,relu,300,10,sgd,0.1,3
267,0.7508683296495106,tanh,300,10,lbfgs,0.1,3
303,0.7508683296495106,tanh,500,10,lbfgs,0.1,3
643,0.7508683296495106,logistic,500,15,sgd,0.1,5
642,0.7508683296495106,logistic,500,15,sgd,0.01,5
330,0.7508683296495106,relu,200,5,sgd,0.01,3
138,0.7508683296495106,logistic,200,15,sgd,0.01,3
291,0.7508683296495106,tanh,500,5,lbfgs,0.1,3
279,0.7508683296495106,tanh,300,15,lbfgs,0.1,3
1002,0.7508683296495106,logistic,200,15,sgd,0.01,10
402,0.7508683296495106,relu,500,5,sgd,0.01,3
315,0.7508683296495106,tanh,500,15,lbfgs,0.1,3
343,0.7508683296495106,relu,200,10,sgd,0.1,3
1003,0.7508683296495106,logistic,200,15,sgd,0.1,10
255,0.7508683296495106,tanh,300,5,lbfgs,0.1,3
415,0.7508683296495106,relu,500,10,sgd,0.1,3
231,0.7508683296495106,tanh,200,10,lbfgs,0.1,3
1038,0.7508683296495106,logistic,300,15,sgd,0.01,10
558,0.7505525734133249,logistic,200,10,sgd,0.01,5
1062,0.7505525734133249,logistic,500,10,sgd,0.01,10
630,0.7505525734133249,logistic,500,10,sgd,0.01,5
594,0.7505525734133249,logistic,300,10,sgd,0.01,5
1026,0.7505525734133249,logistic,300,10,sgd,0.01,10
198,0.7505525734133249,logistic,500,10,sgd,0.01,3
126,0.7505525734133249,logistic,200,10,sgd,0.01,3
990,0.7505525734133249,logistic,200,10,sgd,0.01,10
162,0.7505525734133249,logistic,300,10,sgd,0.01,3
595,0.7503946952952321,logistic,300,10,sgd,0.1,5
1027,0.7503946952952321,logistic,300,10,sgd,0.1,10
127,0.7503946952952321,logistic,200,10,sgd,0.1,3
559,0.7503946952952321,logistic,200,10,sgd,0.1,5
199,0.7503946952952321,logistic,500,10,sgd,0.1,3
631,0.7503946952952321,logistic,500,10,sgd,0.1,5
1063,0.7503946952952321,logistic,500,10,sgd,0.1,10
991,0.7503946952952321,logistic,200,10,sgd,0.1,10
163,0.7503946952952321,logistic,300,10,sgd,0.1,3
763,0.7502368171771393,relu,200,5,sgd,0.1,5
835,0.7502368171771393,relu,500,5,sgd,0.1,5
1267,0.7502368171771393,relu,500,5,sgd,0.1,10
1195,0.7502368171771393,relu,200,5,sgd,0.1,10
1231,0.7502368171771393,relu,300,5,sgd,0.1,10
799,0.7502368171771393,relu,300,5,sgd,0.1,5
403,0.7500789390590464,relu,500,5,sgd,0.1,3
367,0.7500789390590464,relu,300,5,sgd,0.1,3
114,0.7500789390590464,logistic,200,5,sgd,0.01,3
618,0.7500789390590464,logistic,500,5,sgd,0.01,5
1050,0.7500789390590464,logistic,500,5,sgd,0.01,10
150,0.7500789390590464,logistic,300,5,sgd,0.01,3
978,0.7500789390590464,logistic,200,5,sgd,0.01,10
546,0.7500789390590464,logistic,200,5,sgd,0.01,5
1014,0.7500789390590464,logistic,300,5,sgd,0.01,10
186,0.7500789390590464,logistic,500,5,sgd,0.01,3
331,0.7500789390590464,relu,200,5,sgd,0.1,3
582,0.7500789390590464,logistic,300,5,sgd,0.01,5
111,0.7499210609409536,logistic,200,5,lbfgs,0.1,3
1287,0.7499210609409536,relu,500,15,lbfgs,0.1,10
783,0.7499210609409536,relu,200,15,lbfgs,0.1,5
855,0.7499210609409536,relu,500,15,lbfgs,0.1,5
1251,0.7499210609409536,relu,300,15,lbfgs,0.1,10
819,0.7499210609409536,relu,300,15,lbfgs,0.1,5
795,0.7499210609409536,relu,300,5,lbfgs,0.1,5
1263,0.7499210609409536,relu,500,5,lbfgs,0.1,10
1239,0.7499210609409536,relu,300,10,lbfgs,0.1,10
843,0.7499210609409536,relu,500,10,lbfgs,0.1,5
807,0.7499210609409536,relu,300,10,lbfgs,0.1,5
1227,0.7499210609409536,relu,300,5,lbfgs,0.1,10
831,0.7499210609409536,relu,500,5,lbfgs,0.1,5
207,0.7499210609409536,logistic,500,15,lbfgs,0.1,3
339,0.7499210609409536,relu,200,10,lbfgs,0.1,3
1191,0.7499210609409536,relu,200,5,lbfgs,0.1,10
327,0.7499210609409536,relu,200,5,lbfgs,0.1,3
115,0.7499210609409536,logistic,200,5,sgd,0.1,3
351,0.7499210609409536,relu,200,15,lbfgs,0.1,3
363,0.7499210609409536,relu,300,5,lbfgs,0.1,3
375,0.7499210609409536,relu,300,10,lbfgs,0.1,3
1011,0.7499210609409536,logistic,300,5,lbfgs,0.1,10
387,0.7499210609409536,relu,300,15,lbfgs,0.1,3
399,0.7499210609409536,relu,500,5,lbfgs,0.1,3
639,0.7499210609409536,logistic,500,15,lbfgs,0.1,5
411,0.7499210609409536,relu,500,10,lbfgs,0.1,3
423,0.7499210609409536,relu,500,15,lbfgs,0.1,3
627,0.7499210609409536,logistic,500,10,lbfgs,0.1,5
1015,0.7499210609409536,logistic,300,5,sgd,0.1,10
619,0.7499210609409536,logistic,500,5,sgd,0.1,5
615,0.7499210609409536,logistic,500,5,lbfgs,0.1,5
1071,0.7499210609409536,logistic,500,15,lbfgs,0.1,10
1059,0.7499210609409536,logistic,500,10,lbfgs,0.1,10
603,0.7499210609409536,logistic,300,15,lbfgs,0.1,5
1051,0.7499210609409536,logistic,500,5,sgd,0.1,10
1047,0.7499210609409536,logistic,500,5,lbfgs,0.1,10
591,0.7499210609409536,logistic,300,10,lbfgs,0.1,5
1035,0.7499210609409536,logistic,300,15,lbfgs,0.1,10
1023,0.7499210609409536,logistic,300,10,lbfgs,0.1,10
543,0.7499210609409536,logistic,200,5,lbfgs,0.1,5
583,0.7499210609409536,logistic,300,5,sgd,0.1,5
579,0.7499210609409536,logistic,300,5,lbfgs,0.1,5
547,0.7499210609409536,logistic,200,5,sgd,0.1,5
555,0.7499210609409536,logistic,200,10,lbfgs,0.1,5
567,0.7499210609409536,logistic,200,15,lbfgs,0.1,5
999,0.7499210609409536,logistic,200,15,lbfgs,0.1,10
1275,0.7499210609409536,relu,500,10,lbfgs,0.1,10
135,0.7499210609409536,logistic,200,15,lbfgs,0.1,3
771,0.7499210609409536,relu,200,10,lbfgs,0.1,5
159,0.7499210609409536,logistic,300,10,lbfgs,0.1,3
147,0.7499210609409536,logistic,300,5,lbfgs,0.1,3
979,0.7499210609409536,logistic,200,5,sgd,0.1,10
1203,0.7499210609409536,relu,200,10,lbfgs,0.1,10
759,0.7499210609409536,relu,200,5,lbfgs,0.1,5
171,0.7499210609409536,logistic,300,15,lbfgs,0.1,3
1215,0.7499210609409536,relu,200,15,lbfgs,0.1,10
183,0.7499210609409536,logistic,500,5,lbfgs,0.1,3
187,0.7499210609409536,logistic,500,5,sgd,0.1,3
987,0.7499210609409536,logistic,200,10,lbfgs,0.1,10
195,0.7499210609409536,logistic,500,10,lbfgs,0.1,3
151,0.7499210609409536,logistic,300,5,sgd,0.1,3
123,0.7499210609409536,logistic,200,10,lbfgs,0.1,3
975,0.7499210609409536,logistic,200,5,lbfgs,0.1,10
729,0.7181875592042943,tanh,500,5,adam,0.001,5
657,0.7181875592042943,tanh,200,5,adam,0.001,5
693,0.7181875592042943,tanh,300,5,adam,0.001,5
752,0.25892011367224504,tanh,500,15,adam,0.0001,5
740,0.25892011367224504,tanh,500,10,adam,0.0001,5
717,0.25039469529523206,tanh,300,15,adam,0.001,5
681,0.25039469529523206,tanh,200,15,adam,0.001,5
753,0.25039469529523206,tanh,500,15,adam,0.001,5
1174,0.25023681717713925,tanh,500,10,adam,0.01,10
275,0.25023681717713925,tanh,300,10,adam,0.1,3
1102,0.25023681717713925,tanh,200,10,adam,0.01,10
311,0.25023681717713925,tanh,500,10,adam,0.1,3
1138,0.25023681717713925,tanh,300,10,adam,0.01,10
239,0.25023681717713925,tanh,200,10,adam,0.1,3
919,0.25007893905904643,identity,300,10,sgd,0.1,10
918,0.25007893905904643,identity,300,10,sgd,0.01,10
1288,0.25007893905904643,relu,500,15,sgd,0.0001,10
941,0.25007893905904643,identity,500,5,sgd,0.001,10
1280,0.25007893905904643,relu,500,10,adam,0.0001,10
938,0.25007893905904643,identity,500,5,lbfgs,0.01,10
940,0.25007893905904643,identity,500,5,sgd,0.0001,10
920,0.25007893905904643,identity,300,10,adam,0.0001,10
921,0.25007893905904643,identity,300,10,adam,0.001,10
933,0.25007893905904643,identity,300,15,adam,0.001,10
922,0.25007893905904643,identity,300,10,adam,0.01,10
930,0.25007893905904643,identity,300,15,sgd,0.01,10
926,0.25007893905904643,identity,300,15,lbfgs,0.01,10
925,0.25007893905904643,identity,300,15,lbfgs,0.001,10
928,0.25007893905904643,identity,300,15,sgd,0.0001,10
1294,0.25007893905904643,relu,500,15,adam,0.01,10
929,0.25007893905904643,identity,300,15,sgd,0.001,10
1293,0.25007893905904643,relu,500,15,adam,0.001,10
931,0.25007893905904643,identity,300,15,sgd,0.1,10
937,0.25007893905904643,identity,500,5,lbfgs,0.001,10
924,0.25007893905904643,identity,300,15,lbfgs,0.0001,10
1281,0.25007893905904643,relu,500,10,adam,0.001,10
934,0.25007893905904643,identity,300,15,adam,0.01,10
935,0.25007893905904643,identity,300,15,adam,0.1,10
936,0.25007893905904643,identity,500,5,lbfgs,0.0001,10
916,0.25007893905904643,identity,300,10,sgd,0.0001,10
917,0.25007893905904643,identity,300,10,sgd,0.001,10
1216,0.25007893905904643,relu,200,15,sgd,0.0001,10
1276,0.25007893905904643,relu,500,10,sgd,0.0001,10
970,0.25007893905904643,identity,500,15,adam,0.01,10
964,0.25007893905904643,identity,500,15,sgd,0.0001,10
1232,0.25007893905904643,relu,300,5,adam,0.0001,10
965,0.25007893905904643,identity,500,15,sgd,0.001,10
1228,0.25007893905904643,relu,300,5,sgd,0.0001,10
966,0.25007893905904643,identity,500,15,sgd,0.01,10
967,0.25007893905904643,identity,500,15,sgd,0.1,10
969,0.25007893905904643,identity,500,15,adam,0.001,10
971,0.25007893905904643,identity,500,15,adam,0.1,10
1240,0.25007893905904643,relu,300,10,sgd,0.0001,10
1223,0.25007893905904643,relu,200,15,adam,0.1,10
1222,0.25007893905904643,relu,200,15,adam,0.01,10
1221,0.25007893905904643,relu,200,15,adam,0.001,10
1209,0.25007893905904643,relu,200,10,adam,0.001,10
1204,0.25007893905904643,relu,200,10,sgd,0.0001,10
1192,0.25007893905904643,relu,200,5,sgd,0.0001,10
914,0.25007893905904643,identity,300,10,lbfgs,0.01,10
962,0.25007893905904643,identity,500,15,lbfgs,0.01,10
961,0.25007893905904643,identity,500,15,lbfgs,0.001,10
1268,0.25007893905904643,relu,500,5,adam,0.0001,10
953,0.25007893905904643,identity,500,10,sgd,0.001,10
1264,0.25007893905904643,relu,500,5,sgd,0.0001,10
948,0.25007893905904643,identity,500,10,lbfgs,0.0001,10
949,0.25007893905904643,identity,500,10,lbfgs,0.001,10
950,0.25007893905904643,identity,500,10,lbfgs,0.01,10
1259,0.25007893905904643,relu,300,15,adam,0.1,10
1258,0.25007893905904643,relu,300,15,adam,0.01,10
952,0.25007893905904643,identity,500,10,sgd,0.0001,10
1257,0.25007893905904643,relu,300,15,adam,0.001,10
960,0.25007893905904643,identity,500,15,lbfgs,0.0001,10
954,0.25007893905904643,identity,500,10,sgd,0.01,10
1252,0.25007893905904643,relu,300,15,sgd,0.0001,10
955,0.25007893905904643,identity,500,10,sgd,0.1,10
956,0.25007893905904643,identity,500,10,adam,0.0001,10
957,0.25007893905904643,identity,500,10,adam,0.001,10
958,0.25007893905904643,identity,500,10,adam,0.01,10
1245,0.25007893905904643,relu,300,10,adam,0.001,10
0,0.25007893905904643,identity,200,5,lbfgs,0.0001,3
648,0.25007893905904643,tanh,200,5,lbfgs,0.0001,5
913,0.25007893905904643,identity,300,10,lbfgs,0.001,10
368,0.25007893905904643,relu,300,5,adam,0.0001,3
324,0.25007893905904643,relu,200,5,lbfgs,0.0001,3
325,0.25007893905904643,relu,200,5,lbfgs,0.001,3
328,0.25007893905904643,relu,200,5,sgd,0.0001,3
332,0.25007893905904643,relu,200,5,adam,0.0001,3
336,0.25007893905904643,relu,200,10,lbfgs,0.0001,3
337,0.25007893905904643,relu,200,10,lbfgs,0.001,3
340,0.25007893905904643,relu,200,10,sgd,0.0001,3
344,0.25007893905904643,relu,200,10,adam,0.0001,3
345,0.25007893905904643,relu,200,10,adam,0.001,3
346,0.25007893905904643,relu,200,10,adam,0.01,3
348,0.25007893905904643,relu,200,15,lbfgs,0.0001,3
349,0.25007893905904643,relu,200,15,lbfgs,0.001,3
352,0.25007893905904643,relu,200,15,sgd,0.0001,3
356,0.25007893905904643,relu,200,15,adam,0.0001,3
357,0.25007893905904643,relu,200,15,adam,0.001,3
358,0.25007893905904643,relu,200,15,adam,0.01,3
359,0.25007893905904643,relu,200,15,adam,0.1,3
313,0.25007893905904643,tanh,500,15,lbfgs,0.001,3
310,0.25007893905904643,tanh,500,10,adam,0.01,3
309,0.25007893905904643,tanh,500,10,adam,0.001,3
261,0.25007893905904643,tanh,300,5,adam,0.001,3
204,0.25007893905904643,logistic,500,15,lbfgs,0.0001,3
212,0.25007893905904643,logistic,500,15,adam,0.0001,3
225,0.25007893905904643,tanh,200,5,adam,0.001,3
237,0.25007893905904643,tanh,200,10,adam,0.001,3
238,0.25007893905904643,tanh,200,10,adam,0.01,3
252,0.25007893905904643,tanh,300,5,lbfgs,0.0001,3
253,0.25007893905904643,tanh,300,5,lbfgs,0.001,3
264,0.25007893905904643,tanh,300,10,lbfgs,0.0001,3
301,0.25007893905904643,tanh,500,10,lbfgs,0.001,3
265,0.25007893905904643,tanh,300,10,lbfgs,0.001,3
273,0.25007893905904643,tanh,300,10,adam,0.001,3
274,0.25007893905904643,tanh,300,10,adam,0.01,3
276,0.25007893905904643,tanh,300,15,lbfgs,0.0001,3
277,0.25007893905904643,tanh,300,15,lbfgs,0.001,3
289,0.25007893905904643,tanh,500,5,lbfgs,0.001,3
297,0.25007893905904643,tanh,500,5,adam,0.001,3
364,0.25007893905904643,relu,300,5,sgd,0.0001,3
376,0.25007893905904643,relu,300,10,sgd,0.0001,3
463,0.25007893905904643,identity,200,15,sgd,0.1,5
380,0.25007893905904643,relu,300,10,adam,0.0001,3
