,oob_r2,criterion,max_depth,max_leaf_nodes,n_estimators,knn
1385,0.8330062927126328,log_loss,15.0,7.0,200,10
1289,0.8330062927126328,log_loss,,7.0,200,10
1193,0.8330062927126328,entropy,10.0,7.0,200,10
1353,0.8330062927126328,log_loss,10.0,7.0,200,10
266,0.8329386291359361,entropy,15.0,7.0,300,3
426,0.8329386291359361,log_loss,15.0,7.0,300,3
330,0.8329386291359361,log_loss,,7.0,300,3
298,0.8329386291359361,entropy,20.0,7.0,300,3
394,0.8329386291359361,log_loss,10.0,7.0,300,3
458,0.8329386291359361,log_loss,20.0,7.0,300,3
234,0.8329386291359361,entropy,10.0,7.0,300,3
170,0.8329386291359361,entropy,,7.0,300,3
778,0.8328709655592395,entropy,20.0,7.0,300,5
202,0.8328709655592395,entropy,5.0,7.0,300,3
362,0.8328709655592395,log_loss,5.0,7.0,300,3
650,0.8328709655592395,entropy,,7.0,300,5
906,0.8328709655592395,log_loss,15.0,7.0,300,5
746,0.8328709655592395,entropy,15.0,7.0,300,5
810,0.8328709655592395,log_loss,,7.0,300,5
938,0.8328709655592395,log_loss,20.0,7.0,300,5
874,0.8328709655592395,log_loss,10.0,7.0,300,5
714,0.8328709655592395,entropy,10.0,7.0,300,5
873,0.8326003112524528,log_loss,10.0,7.0,200,5
745,0.8326003112524528,entropy,15.0,7.0,200,5
681,0.8326003112524528,entropy,5.0,7.0,200,5
649,0.8326003112524528,entropy,,7.0,200,5
713,0.8326003112524528,entropy,10.0,7.0,200,5
905,0.8326003112524528,log_loss,15.0,7.0,200,5
841,0.8326003112524528,log_loss,5.0,7.0,200,5
809,0.8326003112524528,log_loss,,7.0,200,5
777,0.8326003112524528,entropy,20.0,7.0,200,5
937,0.8326003112524528,log_loss,20.0,7.0,200,5
551,0.8325326476757562,gini,10.0,6.0,400,5
583,0.8325326476757562,gini,15.0,6.0,400,5
487,0.8325326476757562,gini,,6.0,400,5
615,0.8325326476757562,gini,20.0,6.0,400,5
519,0.8325326476757562,gini,5.0,6.0,400,5
682,0.8324649840990594,entropy,5.0,7.0,300,5
842,0.8324649840990594,log_loss,5.0,7.0,300,5
297,0.8323973205223628,entropy,20.0,7.0,200,3
265,0.8323973205223628,entropy,15.0,7.0,200,3
393,0.8323973205223628,log_loss,10.0,7.0,200,3
425,0.8323973205223628,log_loss,15.0,7.0,200,3
329,0.8323973205223628,log_loss,,7.0,200,3
233,0.8323973205223628,entropy,10.0,7.0,200,3
457,0.8323973205223628,log_loss,20.0,7.0,200,3
169,0.8323973205223628,entropy,,7.0,200,3
1320,0.8322619933689694,log_loss,5.0,7.0,150,10
1160,0.8322619933689694,entropy,5.0,7.0,150,10
486,0.8321943297922728,gini,,6.0,300,5
550,0.8321943297922728,gini,10.0,6.0,300,5
518,0.8321943297922728,gini,5.0,6.0,300,5
582,0.8321943297922728,gini,15.0,6.0,300,5
614,0.8321943297922728,gini,20.0,6.0,300,5
361,0.8321266662155762,log_loss,5.0,7.0,200,3
201,0.8321266662155762,entropy,5.0,7.0,200,3
1095,0.8320590026388794,gini,20.0,6.0,400,10
999,0.8320590026388794,gini,5.0,6.0,400,10
1063,0.8320590026388794,gini,15.0,6.0,400,10
967,0.8320590026388794,gini,,6.0,400,10
1031,0.8320590026388794,gini,10.0,6.0,400,10
71,0.8317206847553962,gini,10.0,6.0,400,3
7,0.8317206847553962,gini,,6.0,400,3
135,0.8317206847553962,gini,20.0,6.0,400,3
39,0.8317206847553962,gini,5.0,6.0,400,3
103,0.8317206847553962,gini,15.0,6.0,400,3
744,0.8316530211786995,entropy,15.0,7.0,150,5
517,0.8316530211786995,gini,5.0,6.0,200,5
712,0.8316530211786995,entropy,10.0,7.0,150,5
581,0.8316530211786995,gini,15.0,6.0,200,5
872,0.8316530211786995,log_loss,10.0,7.0,150,5
808,0.8316530211786995,log_loss,,7.0,150,5
776,0.8316530211786995,entropy,20.0,7.0,150,5
648,0.8316530211786995,entropy,,7.0,150,5
936,0.8316530211786995,log_loss,20.0,7.0,150,5
613,0.8316530211786995,gini,20.0,6.0,200,5
549,0.8316530211786995,gini,10.0,6.0,200,5
904,0.8316530211786995,log_loss,15.0,7.0,150,5
485,0.8316530211786995,gini,,6.0,200,5
1030,0.8315853576020028,gini,10.0,6.0,300,10
1094,0.8315853576020028,gini,20.0,6.0,300,10
966,0.8315853576020028,gini,,6.0,300,10
1062,0.8315853576020028,gini,15.0,6.0,300,10
998,0.8315853576020028,gini,5.0,6.0,300,10
38,0.8314500304486095,gini,5.0,6.0,300,3
134,0.8314500304486095,gini,20.0,6.0,300,3
6,0.8314500304486095,gini,,6.0,300,3
102,0.8314500304486095,gini,15.0,6.0,300,3
70,0.8314500304486095,gini,10.0,6.0,300,3
296,0.8311793761418229,entropy,20.0,7.0,150,3
392,0.8311793761418229,log_loss,10.0,7.0,150,3
1127,0.8311793761418229,entropy,,6.0,400,10
424,0.8311793761418229,log_loss,15.0,7.0,150,3
1351,0.8311793761418229,log_loss,10.0,6.0,400,10
1383,0.8311793761418229,log_loss,15.0,6.0,400,10
328,0.8311793761418229,log_loss,,7.0,150,3
1255,0.8311793761418229,entropy,20.0,6.0,400,10
1191,0.8311793761418229,entropy,10.0,6.0,400,10
1223,0.8311793761418229,entropy,15.0,6.0,400,10
1159,0.8311793761418229,entropy,5.0,6.0,400,10
168,0.8311793761418229,entropy,,7.0,150,3
232,0.8311793761418229,entropy,10.0,7.0,150,3
1319,0.8311793761418229,log_loss,5.0,6.0,400,10
264,0.8311793761418229,entropy,15.0,7.0,150,3
1415,0.8311793761418229,log_loss,20.0,6.0,400,10
456,0.8311793761418229,log_loss,20.0,7.0,150,3
1287,0.8311793761418229,log_loss,,6.0,400,10
680,0.8309763854117329,entropy,5.0,7.0,150,5
840,0.8309763854117329,log_loss,5.0,7.0,150,5
200,0.8309763854117329,entropy,5.0,7.0,150,3
360,0.8309763854117329,log_loss,5.0,7.0,150,3
327,0.8308410582583395,log_loss,,6.0,400,3
167,0.8308410582583395,entropy,,6.0,400,3
263,0.8308410582583395,entropy,15.0,6.0,400,3
199,0.8308410582583395,entropy,5.0,6.0,400,3
359,0.8308410582583395,log_loss,5.0,6.0,400,3
231,0.8308410582583395,entropy,10.0,6.0,400,3
391,0.8308410582583395,log_loss,10.0,6.0,400,3
295,0.8308410582583395,entropy,20.0,6.0,400,3
423,0.8308410582583395,log_loss,15.0,6.0,400,3
455,0.8308410582583395,log_loss,20.0,6.0,400,3
1029,0.8307057311049462,gini,10.0,6.0,200,10
997,0.8307057311049462,gini,5.0,6.0,200,10
965,0.8307057311049462,gini,,6.0,200,10
1061,0.8307057311049462,gini,15.0,6.0,200,10
1093,0.8307057311049462,gini,20.0,6.0,200,10
1092,0.8304350767981595,gini,20.0,6.0,150,10
1060,0.8304350767981595,gini,15.0,6.0,150,10
612,0.8304350767981595,gini,20.0,6.0,150,5
1028,0.8304350767981595,gini,10.0,6.0,150,10
516,0.8304350767981595,gini,5.0,6.0,150,5
484,0.8304350767981595,gini,,6.0,150,5
580,0.8304350767981595,gini,15.0,6.0,150,5
964,0.8304350767981595,gini,,6.0,150,10
996,0.8304350767981595,gini,5.0,6.0,150,10
548,0.8304350767981595,gini,10.0,6.0,150,5
37,0.8300967589146763,gini,5.0,6.0,200,3
133,0.8300967589146763,gini,20.0,6.0,200,3
5,0.8300967589146763,gini,,6.0,200,3
101,0.8300967589146763,gini,15.0,6.0,200,3
69,0.8300967589146763,gini,10.0,6.0,200,3
775,0.8300290953379795,entropy,20.0,6.0,400,5
903,0.8300290953379795,log_loss,15.0,6.0,400,5
743,0.8300290953379795,entropy,15.0,6.0,400,5
807,0.8300290953379795,log_loss,,6.0,400,5
839,0.8300290953379795,log_loss,5.0,6.0,400,5
711,0.8300290953379795,entropy,10.0,6.0,400,5
647,0.8300290953379795,entropy,,6.0,400,5
935,0.8300290953379795,log_loss,20.0,6.0,400,5
871,0.8300290953379795,log_loss,10.0,6.0,400,5
679,0.8300290953379795,entropy,5.0,6.0,400,5
1286,0.8298937681845863,log_loss,,6.0,300,10
1318,0.8298937681845863,log_loss,5.0,6.0,300,10
1350,0.8298937681845863,log_loss,10.0,6.0,300,10
1190,0.8298937681845863,entropy,10.0,6.0,300,10
1158,0.8298937681845863,entropy,5.0,6.0,300,10
1222,0.8298937681845863,entropy,15.0,6.0,300,10
1254,0.8298937681845863,entropy,20.0,6.0,300,10
1414,0.8298937681845863,log_loss,20.0,6.0,300,10
1126,0.8298937681845863,entropy,,6.0,300,10
1382,0.8298937681845863,log_loss,15.0,6.0,300,10
1380,0.8296907774544963,log_loss,15.0,6.0,150,10
1252,0.8296907774544963,entropy,20.0,6.0,150,10
1220,0.8296907774544963,entropy,15.0,6.0,150,10
1124,0.8296907774544963,entropy,,6.0,150,10
1156,0.8296907774544963,entropy,5.0,6.0,150,10
1348,0.8296907774544963,log_loss,10.0,6.0,150,10
1412,0.8296907774544963,log_loss,20.0,6.0,150,10
1316,0.8296907774544963,log_loss,5.0,6.0,150,10
1188,0.8296907774544963,entropy,10.0,6.0,150,10
1284,0.8296907774544963,log_loss,,6.0,150,10
68,0.8296231138777996,gini,10.0,6.0,150,3
4,0.8296231138777996,gini,,6.0,150,3
100,0.8296231138777996,gini,15.0,6.0,150,3
36,0.8296231138777996,gini,5.0,6.0,150,3
132,0.8296231138777996,gini,20.0,6.0,150,3
1221,0.8292847959943163,entropy,15.0,6.0,200,10
1253,0.8292847959943163,entropy,20.0,6.0,200,10
1317,0.8292847959943163,log_loss,5.0,6.0,200,10
1285,0.8292847959943163,log_loss,,6.0,200,10
1189,0.8292847959943163,entropy,10.0,6.0,200,10
1413,0.8292847959943163,log_loss,20.0,6.0,200,10
1125,0.8292847959943163,entropy,,6.0,200,10
1349,0.8292847959943163,log_loss,10.0,6.0,200,10
1157,0.8292847959943163,entropy,5.0,6.0,200,10
1381,0.8292847959943163,log_loss,15.0,6.0,200,10
806,0.8292171324176196,log_loss,,6.0,300,5
774,0.8292171324176196,entropy,20.0,6.0,300,5
166,0.8292171324176196,entropy,,6.0,300,3
422,0.8292171324176196,log_loss,15.0,6.0,300,3
294,0.8292171324176196,entropy,20.0,6.0,300,3
326,0.8292171324176196,log_loss,,6.0,300,3
710,0.8292171324176196,entropy,10.0,6.0,300,5
390,0.8292171324176196,log_loss,10.0,6.0,300,3
870,0.8292171324176196,log_loss,10.0,6.0,300,5
230,0.8292171324176196,entropy,10.0,6.0,300,3
838,0.8292171324176196,log_loss,5.0,6.0,300,5
262,0.8292171324176196,entropy,15.0,6.0,300,3
902,0.8292171324176196,log_loss,15.0,6.0,300,5
934,0.8292171324176196,log_loss,20.0,6.0,300,5
454,0.8292171324176196,log_loss,20.0,6.0,300,3
646,0.8292171324176196,entropy,,6.0,300,5
198,0.8292171324176196,entropy,5.0,6.0,300,3
742,0.8292171324176196,entropy,15.0,6.0,300,5
358,0.8292171324176196,log_loss,5.0,6.0,300,3
678,0.8292171324176196,entropy,5.0,6.0,300,5
645,0.828337505920563,entropy,,6.0,200,5
741,0.828337505920563,entropy,15.0,6.0,200,5
933,0.828337505920563,log_loss,20.0,6.0,200,5
709,0.828337505920563,entropy,10.0,6.0,200,5
773,0.828337505920563,entropy,20.0,6.0,200,5
677,0.828337505920563,entropy,5.0,6.0,200,5
869,0.828337505920563,log_loss,10.0,6.0,200,5
837,0.828337505920563,log_loss,5.0,6.0,200,5
805,0.828337505920563,log_loss,,6.0,200,5
901,0.828337505920563,log_loss,15.0,6.0,200,5
676,0.8276608701535964,entropy,5.0,6.0,150,5
772,0.8276608701535964,entropy,20.0,6.0,150,5
868,0.8276608701535964,log_loss,10.0,6.0,150,5
708,0.8276608701535964,entropy,10.0,6.0,150,5
932,0.8276608701535964,log_loss,20.0,6.0,150,5
900,0.8276608701535964,log_loss,15.0,6.0,150,5
740,0.8276608701535964,entropy,15.0,6.0,150,5
804,0.8276608701535964,log_loss,,6.0,150,5
644,0.8276608701535964,entropy,,6.0,150,5
836,0.8276608701535964,log_loss,5.0,6.0,150,5
324,0.8273902158468096,log_loss,,6.0,150,3
292,0.8273902158468096,entropy,20.0,6.0,150,3
228,0.8273902158468096,entropy,10.0,6.0,150,3
420,0.8273902158468096,log_loss,15.0,6.0,150,3
164,0.8273902158468096,entropy,,6.0,150,3
388,0.8273902158468096,log_loss,10.0,6.0,150,3
452,0.8273902158468096,log_loss,20.0,6.0,150,3
260,0.8273902158468096,entropy,15.0,6.0,150,3
356,0.8273902158468096,log_loss,5.0,6.0,150,3
196,0.8273902158468096,entropy,5.0,6.0,150,3
453,0.8271872251167197,log_loss,20.0,6.0,200,3
293,0.8271872251167197,entropy,20.0,6.0,200,3
197,0.8271872251167197,entropy,5.0,6.0,200,3
229,0.8271872251167197,entropy,10.0,6.0,200,3
165,0.8271872251167197,entropy,,6.0,200,3
357,0.8271872251167197,log_loss,5.0,6.0,200,3
421,0.8271872251167197,log_loss,15.0,6.0,200,3
261,0.8271872251167197,entropy,15.0,6.0,200,3
389,0.8271872251167197,log_loss,10.0,6.0,200,3
325,0.8271872251167197,log_loss,,6.0,200,3
