,oob_r2,criterion,max_depth,max_leaf_nodes,n_estimators,knn
948,0.8410582583395358,log_loss,20.0,10.0,150,5
212,0.8409905947628392,entropy,5.0,10.0,150,3
372,0.8409905947628392,log_loss,5.0,10.0,150,3
534,0.8409905947628392,gini,5.0,10.0,300,5
1014,0.8409905947628392,gini,5.0,10.0,300,10
341,0.8409229311861425,log_loss,,10.0,200,3
437,0.8409229311861425,log_loss,15.0,10.0,200,3
309,0.8409229311861425,entropy,20.0,10.0,200,3
469,0.8409229311861425,log_loss,20.0,10.0,200,3
181,0.8409229311861425,entropy,,10.0,200,3
245,0.8409229311861425,entropy,10.0,10.0,200,3
277,0.8409229311861425,entropy,15.0,10.0,200,3
405,0.8409229311861425,log_loss,10.0,10.0,200,3
1105,0.8408552676094458,gini,20.0,9.0,200,10
977,0.8408552676094458,gini,,9.0,200,10
1073,0.8408552676094458,gini,15.0,9.0,200,10
1041,0.8408552676094458,gini,10.0,9.0,200,10
148,0.8407876040327492,gini,20.0,10.0,150,3
54,0.8407876040327492,gini,5.0,10.0,300,3
375,0.8407876040327492,log_loss,5.0,10.0,400,3
116,0.8407876040327492,gini,15.0,10.0,150,3
1013,0.8407876040327492,gini,5.0,10.0,200,10
84,0.8407876040327492,gini,10.0,10.0,150,3
20,0.8407876040327492,gini,,10.0,150,3
215,0.8407876040327492,entropy,5.0,10.0,400,3
1074,0.8407199404560525,gini,15.0,9.0,300,10
19,0.8407199404560525,gini,,9.0,400,3
500,0.8407199404560525,gini,,10.0,150,5
147,0.8407199404560525,gini,20.0,9.0,400,3
564,0.8407199404560525,gini,10.0,10.0,150,5
596,0.8407199404560525,gini,15.0,10.0,150,5
1106,0.8407199404560525,gini,20.0,9.0,300,10
628,0.8407199404560525,gini,20.0,10.0,150,5
978,0.8407199404560525,gini,,9.0,300,10
83,0.8407199404560525,gini,10.0,9.0,400,3
115,0.8407199404560525,gini,15.0,9.0,400,3
1042,0.8407199404560525,gini,10.0,9.0,300,10
1394,0.8406522768793558,log_loss,15.0,9.0,300,10
53,0.8406522768793558,gini,5.0,10.0,200,3
1362,0.8406522768793558,log_loss,10.0,9.0,300,10
1266,0.8406522768793558,entropy,20.0,9.0,300,10
1426,0.8406522768793558,log_loss,20.0,9.0,300,10
1298,0.8406522768793558,log_loss,,9.0,300,10
1202,0.8406522768793558,entropy,10.0,9.0,300,10
1234,0.8406522768793558,entropy,15.0,9.0,300,10
1138,0.8406522768793558,entropy,,9.0,300,10
406,0.8405846133026592,log_loss,10.0,10.0,300,3
182,0.8405846133026592,entropy,,10.0,300,3
626,0.8405846133026592,gini,20.0,9.0,300,5
310,0.8405846133026592,entropy,20.0,10.0,300,3
1203,0.8405846133026592,entropy,10.0,9.0,400,10
562,0.8405846133026592,gini,10.0,9.0,300,5
1299,0.8405846133026592,log_loss,,9.0,400,10
278,0.8405846133026592,entropy,15.0,10.0,300,3
246,0.8405846133026592,entropy,10.0,10.0,300,3
470,0.8405846133026592,log_loss,20.0,10.0,300,3
1395,0.8405846133026592,log_loss,15.0,9.0,400,10
498,0.8405846133026592,gini,,9.0,300,5
1267,0.8405846133026592,entropy,20.0,9.0,400,10
594,0.8405846133026592,gini,15.0,9.0,300,5
342,0.8405846133026592,log_loss,,10.0,300,3
1363,0.8405846133026592,log_loss,10.0,9.0,400,10
1139,0.8405846133026592,entropy,,9.0,400,10
438,0.8405846133026592,log_loss,15.0,10.0,300,3
1427,0.8405846133026592,log_loss,20.0,9.0,400,10
1235,0.8405846133026592,entropy,15.0,9.0,400,10
340,0.8405169497259625,log_loss,,10.0,150,3
374,0.8405169497259625,log_loss,5.0,10.0,300,3
1331,0.8405169497259625,log_loss,5.0,9.0,400,10
180,0.8405169497259625,entropy,,10.0,150,3
1328,0.8405169497259625,log_loss,5.0,9.0,150,10
436,0.8405169497259625,log_loss,15.0,10.0,150,3
52,0.8405169497259625,gini,5.0,10.0,150,3
1171,0.8405169497259625,entropy,5.0,9.0,400,10
276,0.8405169497259625,entropy,15.0,10.0,150,3
468,0.8405169497259625,log_loss,20.0,10.0,150,3
214,0.8405169497259625,entropy,5.0,10.0,300,3
1168,0.8405169497259625,entropy,5.0,9.0,150,10
308,0.8405169497259625,entropy,20.0,10.0,150,3
244,0.8405169497259625,entropy,10.0,10.0,150,3
404,0.8405169497259625,log_loss,10.0,10.0,150,3
279,0.8404492861492658,entropy,15.0,10.0,400,3
1200,0.8404492861492658,entropy,10.0,9.0,150,10
471,0.8404492861492658,log_loss,20.0,10.0,400,3
1232,0.8404492861492658,entropy,15.0,9.0,150,10
1424,0.8404492861492658,log_loss,20.0,9.0,150,10
1264,0.8404492861492658,entropy,20.0,9.0,150,10
1392,0.8404492861492658,log_loss,15.0,9.0,150,10
247,0.8404492861492658,entropy,10.0,10.0,400,3
343,0.8404492861492658,log_loss,,10.0,400,3
1360,0.8404492861492658,log_loss,10.0,9.0,150,10
1136,0.8404492861492658,entropy,,9.0,150,10
311,0.8404492861492658,entropy,20.0,10.0,400,3
407,0.8404492861492658,log_loss,10.0,10.0,400,3
1296,0.8404492861492658,log_loss,,9.0,150,10
439,0.8404492861492658,log_loss,15.0,10.0,400,3
183,0.8404492861492658,entropy,,10.0,400,3
114,0.8403816225725692,gini,15.0,9.0,300,3
595,0.8403816225725692,gini,15.0,9.0,400,5
563,0.8403816225725692,gini,10.0,9.0,400,5
627,0.8403816225725692,gini,20.0,9.0,400,5
146,0.8403816225725692,gini,20.0,9.0,300,3
82,0.8403816225725692,gini,10.0,9.0,300,3
1012,0.8403816225725692,gini,5.0,10.0,150,10
18,0.8403816225725692,gini,,9.0,300,3
499,0.8403816225725692,gini,,9.0,400,5
1297,0.8403139589958725,log_loss,,9.0,200,10
497,0.8403139589958725,gini,,9.0,200,5
561,0.8403139589958725,gini,10.0,9.0,200,5
722,0.8403139589958725,entropy,10.0,9.0,300,5
1425,0.8403139589958725,log_loss,20.0,9.0,200,10
1137,0.8403139589958725,entropy,,9.0,200,10
1393,0.8403139589958725,log_loss,15.0,9.0,200,10
1170,0.8403139589958725,entropy,5.0,9.0,300,10
593,0.8403139589958725,gini,15.0,9.0,200,5
786,0.8403139589958725,entropy,20.0,9.0,300,5
625,0.8403139589958725,gini,20.0,9.0,200,5
1233,0.8403139589958725,entropy,15.0,9.0,200,10
818,0.8403139589958725,log_loss,,9.0,300,5
1265,0.8403139589958725,entropy,20.0,9.0,200,10
533,0.8403139589958725,gini,5.0,10.0,200,5
1361,0.8403139589958725,log_loss,10.0,9.0,200,10
1201,0.8403139589958725,entropy,10.0,9.0,200,10
882,0.8403139589958725,log_loss,10.0,9.0,300,5
914,0.8403139589958725,log_loss,15.0,9.0,300,5
946,0.8403139589958725,log_loss,20.0,9.0,300,5
658,0.8403139589958725,entropy,,9.0,300,5
754,0.8403139589958725,entropy,15.0,9.0,300,5
1330,0.8403139589958725,log_loss,5.0,9.0,300,10
51,0.8401109682657826,gini,5.0,9.0,400,3
531,0.8401109682657826,gini,5.0,9.0,400,5
819,0.8400433046890858,log_loss,,9.0,400,5
1169,0.8400433046890858,entropy,5.0,9.0,200,10
915,0.8400433046890858,log_loss,15.0,9.0,400,5
787,0.8400433046890858,entropy,20.0,9.0,400,5
1329,0.8400433046890858,log_loss,5.0,9.0,200,10
723,0.8400433046890858,entropy,10.0,9.0,400,5
755,0.8400433046890858,entropy,15.0,9.0,400,5
947,0.8400433046890858,log_loss,20.0,9.0,400,5
883,0.8400433046890858,log_loss,10.0,9.0,400,5
659,0.8400433046890858,entropy,,9.0,400,5
530,0.8399756411123892,gini,5.0,9.0,300,5
850,0.8399079775356926,log_loss,5.0,9.0,300,5
17,0.8399079775356926,gini,,9.0,200,3
145,0.8399079775356926,gini,20.0,9.0,200,3
81,0.8399079775356926,gini,10.0,9.0,200,3
691,0.8399079775356926,entropy,5.0,9.0,400,5
690,0.8399079775356926,entropy,5.0,9.0,300,5
113,0.8399079775356926,gini,15.0,9.0,200,3
851,0.8399079775356926,log_loss,5.0,9.0,400,5
560,0.8397726503822992,gini,10.0,9.0,150,5
592,0.8397726503822992,gini,15.0,9.0,150,5
624,0.8397726503822992,gini,20.0,9.0,150,5
496,0.8397726503822992,gini,,9.0,150,5
16,0.8397049868056026,gini,,9.0,150,3
1039,0.8397049868056026,gini,10.0,8.0,400,10
80,0.8397049868056026,gini,10.0,9.0,150,3
112,0.8397049868056026,gini,15.0,9.0,150,3
1071,0.8397049868056026,gini,15.0,8.0,400,10
1103,0.8397049868056026,gini,20.0,8.0,400,10
144,0.8397049868056026,gini,20.0,9.0,150,3
975,0.8397049868056026,gini,,8.0,400,10
50,0.8397049868056026,gini,5.0,9.0,300,3
912,0.8396373232289058,log_loss,15.0,9.0,150,5
913,0.8396373232289058,log_loss,15.0,9.0,200,5
881,0.8396373232289058,log_loss,10.0,9.0,200,5
720,0.8396373232289058,entropy,10.0,9.0,150,5
817,0.8396373232289058,log_loss,,9.0,200,5
752,0.8396373232289058,entropy,15.0,9.0,150,5
656,0.8396373232289058,entropy,,9.0,150,5
657,0.8396373232289058,entropy,,9.0,200,5
816,0.8396373232289058,log_loss,,9.0,150,5
721,0.8396373232289058,entropy,10.0,9.0,200,5
880,0.8396373232289058,log_loss,10.0,9.0,150,5
753,0.8396373232289058,entropy,15.0,9.0,200,5
944,0.8396373232289058,log_loss,20.0,9.0,150,5
785,0.8396373232289058,entropy,20.0,9.0,200,5
784,0.8396373232289058,entropy,20.0,9.0,150,5
945,0.8396373232289058,log_loss,20.0,9.0,200,5
1010,0.8395019960755126,gini,5.0,9.0,300,10
689,0.8394343324988159,entropy,5.0,9.0,200,5
848,0.8394343324988159,log_loss,5.0,9.0,150,5
688,0.8394343324988159,entropy,5.0,9.0,150,5
623,0.8394343324988159,gini,20.0,8.0,400,5
591,0.8394343324988159,gini,15.0,8.0,400,5
559,0.8394343324988159,gini,10.0,8.0,400,5
495,0.8394343324988159,gini,,8.0,400,5
849,0.8394343324988159,log_loss,5.0,9.0,200,5
1040,0.8393666689221192,gini,10.0,9.0,150,10
976,0.8393666689221192,gini,,9.0,150,10
1072,0.8393666689221192,gini,15.0,9.0,150,10
1104,0.8393666689221192,gini,20.0,9.0,150,10
532,0.8393666689221192,gini,5.0,10.0,150,5
307,0.8392990053454226,entropy,20.0,9.0,400,3
401,0.8392990053454226,log_loss,10.0,9.0,200,3
465,0.8392990053454226,log_loss,20.0,9.0,200,3
339,0.8392990053454226,log_loss,,9.0,400,3
403,0.8392990053454226,log_loss,10.0,9.0,400,3
337,0.8392990053454226,log_loss,,9.0,200,3
241,0.8392990053454226,entropy,10.0,9.0,200,3
433,0.8392990053454226,log_loss,15.0,9.0,200,3
177,0.8392990053454226,entropy,,9.0,200,3
243,0.8392990053454226,entropy,10.0,9.0,400,3
179,0.8392990053454226,entropy,,9.0,400,3
435,0.8392990053454226,log_loss,15.0,9.0,400,3
275,0.8392990053454226,entropy,15.0,9.0,400,3
305,0.8392990053454226,entropy,20.0,9.0,200,3
467,0.8392990053454226,log_loss,20.0,9.0,400,3
273,0.8392990053454226,entropy,15.0,9.0,200,3
1009,0.8391636781920292,gini,5.0,9.0,200,10
79,0.8390960146153326,gini,10.0,8.0,400,3
143,0.8390960146153326,gini,20.0,8.0,400,3
49,0.8390960146153326,gini,5.0,9.0,200,3
15,0.8390960146153326,gini,,8.0,400,3
111,0.8390960146153326,gini,15.0,8.0,400,3
466,0.8390283510386359,log_loss,20.0,9.0,300,3
338,0.8390283510386359,log_loss,,9.0,300,3
306,0.8390283510386359,entropy,20.0,9.0,300,3
402,0.8390283510386359,log_loss,10.0,9.0,300,3
242,0.8390283510386359,entropy,10.0,9.0,300,3
210,0.8390283510386359,entropy,5.0,9.0,300,3
178,0.8390283510386359,entropy,,9.0,300,3
274,0.8390283510386359,entropy,15.0,9.0,300,3
434,0.8390283510386359,log_loss,15.0,9.0,300,3
370,0.8390283510386359,log_loss,5.0,9.0,300,3
211,0.8389606874619392,entropy,5.0,9.0,400,3
371,0.8389606874619392,log_loss,5.0,9.0,400,3
1070,0.8388930238852426,gini,15.0,8.0,300,10
1038,0.8388930238852426,gini,10.0,8.0,300,10
527,0.8388930238852426,gini,5.0,8.0,400,5
1102,0.8388930238852426,gini,20.0,8.0,300,10
974,0.8388930238852426,gini,,8.0,300,10
209,0.8388253603085459,entropy,5.0,9.0,200,3
369,0.8388253603085459,log_loss,5.0,9.0,200,3
1007,0.8388253603085459,gini,5.0,8.0,400,10
529,0.8387576967318493,gini,5.0,9.0,200,5
48,0.8386900331551526,gini,5.0,9.0,150,3
14,0.8386223695784559,gini,,8.0,300,3
78,0.8386223695784559,gini,10.0,8.0,300,3
110,0.8386223695784559,gini,15.0,8.0,300,3
142,0.8386223695784559,gini,20.0,8.0,300,3
557,0.8385547060017593,gini,10.0,8.0,200,5
590,0.8385547060017593,gini,15.0,8.0,300,5
621,0.8385547060017593,gini,20.0,8.0,200,5
558,0.8385547060017593,gini,10.0,8.0,300,5
589,0.8385547060017593,gini,15.0,8.0,200,5
493,0.8385547060017593,gini,,8.0,200,5
494,0.8385547060017593,gini,,8.0,300,5
622,0.8385547060017593,gini,20.0,8.0,300,5
1420,0.8384193788483659,log_loss,20.0,8.0,150,10
47,0.8384193788483659,gini,5.0,8.0,400,3
1292,0.8384193788483659,log_loss,,8.0,150,10
1228,0.8384193788483659,entropy,15.0,8.0,150,10
1196,0.8384193788483659,entropy,10.0,8.0,150,10
1260,0.8384193788483659,entropy,20.0,8.0,150,10
1356,0.8384193788483659,log_loss,10.0,8.0,150,10
1132,0.8384193788483659,entropy,,8.0,150,10
1388,0.8384193788483659,log_loss,15.0,8.0,150,10
1390,0.8383517152716693,log_loss,15.0,8.0,300,10
208,0.8383517152716693,entropy,5.0,9.0,150,3
1198,0.8383517152716693,entropy,10.0,8.0,300,10
1294,0.8383517152716693,log_loss,,8.0,300,10
1422,0.8383517152716693,log_loss,20.0,8.0,300,10
1262,0.8383517152716693,entropy,20.0,8.0,300,10
1134,0.8383517152716693,entropy,,8.0,300,10
1358,0.8383517152716693,log_loss,10.0,8.0,300,10
1230,0.8383517152716693,entropy,15.0,8.0,300,10
368,0.8383517152716693,log_loss,5.0,9.0,150,3
1008,0.8383517152716693,gini,5.0,9.0,150,10
556,0.8382840516949726,gini,10.0,8.0,150,5
588,0.8382840516949726,gini,15.0,8.0,150,5
492,0.8382840516949726,gini,,8.0,150,5
46,0.8382840516949726,gini,5.0,8.0,300,3
620,0.8382840516949726,gini,20.0,8.0,150,5
528,0.8382163881182759,gini,5.0,9.0,150,5
814,0.8380810609648826,log_loss,,8.0,300,5
878,0.8380810609648826,log_loss,10.0,8.0,300,5
176,0.8380810609648826,entropy,,9.0,150,3
464,0.8380810609648826,log_loss,20.0,9.0,150,3
815,0.8380810609648826,log_loss,,8.0,400,5
719,0.8380810609648826,entropy,10.0,8.0,400,5
718,0.8380810609648826,entropy,10.0,8.0,300,5
911,0.8380810609648826,log_loss,15.0,8.0,400,5
910,0.8380810609648826,log_loss,15.0,8.0,300,5
654,0.8380810609648826,entropy,,8.0,300,5
304,0.8380810609648826,entropy,20.0,9.0,150,3
272,0.8380810609648826,entropy,15.0,9.0,150,3
655,0.8380810609648826,entropy,,8.0,400,5
879,0.8380810609648826,log_loss,10.0,8.0,400,5
942,0.8380810609648826,log_loss,20.0,8.0,300,5
432,0.8380810609648826,log_loss,15.0,9.0,150,3
782,0.8380810609648826,entropy,20.0,8.0,300,5
943,0.8380810609648826,log_loss,20.0,8.0,400,5
400,0.8380810609648826,log_loss,10.0,9.0,150,3
240,0.8380810609648826,entropy,10.0,9.0,150,3
336,0.8380810609648826,log_loss,,9.0,150,3
783,0.8380810609648826,entropy,20.0,8.0,400,5
751,0.8380810609648826,entropy,15.0,8.0,400,5
750,0.8380810609648826,entropy,15.0,8.0,300,5
76,0.8380133973881859,gini,10.0,8.0,150,3
140,0.8380133973881859,gini,20.0,8.0,150,3
12,0.8380133973881859,gini,,8.0,150,3
108,0.8380133973881859,gini,15.0,8.0,150,3
1006,0.8379457338114893,gini,5.0,8.0,300,10
526,0.8378780702347927,gini,5.0,8.0,300,5
141,0.8377427430813993,gini,20.0,8.0,200,3
1359,0.8377427430813993,log_loss,10.0,8.0,400,10
1423,0.8377427430813993,log_loss,20.0,8.0,400,10
109,0.8377427430813993,gini,15.0,8.0,200,3
1037,0.8377427430813993,gini,10.0,8.0,200,10
1231,0.8377427430813993,entropy,15.0,8.0,400,10
1199,0.8377427430813993,entropy,10.0,8.0,400,10
13,0.8377427430813993,gini,,8.0,200,3
1135,0.8377427430813993,entropy,,8.0,400,10
973,0.8377427430813993,gini,,8.0,200,10
77,0.8377427430813993,gini,10.0,8.0,200,3
1263,0.8377427430813993,entropy,20.0,8.0,400,10
1101,0.8377427430813993,gini,20.0,8.0,200,10
1295,0.8377427430813993,log_loss,,8.0,400,10
1069,0.8377427430813993,gini,15.0,8.0,200,10
1391,0.8377427430813993,log_loss,15.0,8.0,400,10
780,0.8376750795047027,entropy,20.0,8.0,150,5
652,0.8376750795047027,entropy,,8.0,150,5
908,0.8376750795047027,log_loss,15.0,8.0,150,5
748,0.8376750795047027,entropy,15.0,8.0,150,5
716,0.8376750795047027,entropy,10.0,8.0,150,5
812,0.8376750795047027,log_loss,,8.0,150,5
940,0.8376750795047027,log_loss,20.0,8.0,150,5
876,0.8376750795047027,log_loss,10.0,8.0,150,5
44,0.8376074159280059,gini,5.0,8.0,150,3
1326,0.8372690980445227,log_loss,5.0,8.0,300,10
1166,0.8372690980445227,entropy,5.0,8.0,300,10
45,0.8372690980445227,gini,5.0,8.0,200,3
173,0.837201434467826,entropy,,8.0,200,3
269,0.837201434467826,entropy,15.0,8.0,200,3
237,0.837201434467826,entropy,10.0,8.0,200,3
301,0.837201434467826,entropy,20.0,8.0,200,3
397,0.837201434467826,log_loss,10.0,8.0,200,3
333,0.837201434467826,log_loss,,8.0,200,3
429,0.837201434467826,log_loss,15.0,8.0,200,3
461,0.837201434467826,log_loss,20.0,8.0,200,3
174,0.8371337708911293,entropy,,8.0,300,3
462,0.8371337708911293,log_loss,20.0,8.0,300,3
334,0.8371337708911293,log_loss,,8.0,300,3
238,0.8371337708911293,entropy,10.0,8.0,300,3
398,0.8371337708911293,log_loss,10.0,8.0,300,3
430,0.8371337708911293,log_loss,15.0,8.0,300,3
302,0.8371337708911293,entropy,20.0,8.0,300,3
270,0.8371337708911293,entropy,15.0,8.0,300,3
686,0.8370661073144327,entropy,5.0,8.0,300,5
846,0.8370661073144327,log_loss,5.0,8.0,300,5
525,0.836998443737736,gini,5.0,8.0,200,5
1293,0.8369307801610393,log_loss,,8.0,200,10
1421,0.8369307801610393,log_loss,20.0,8.0,200,10
1133,0.8369307801610393,entropy,,8.0,200,10
1389,0.8369307801610393,log_loss,15.0,8.0,200,10
1197,0.8369307801610393,entropy,10.0,8.0,200,10
1229,0.8369307801610393,entropy,15.0,8.0,200,10
1261,0.8369307801610393,entropy,20.0,8.0,200,10
1357,0.8369307801610393,log_loss,10.0,8.0,200,10
877,0.8368631165843426,log_loss,10.0,8.0,200,5
781,0.8368631165843426,entropy,20.0,8.0,200,5
1068,0.8368631165843426,gini,15.0,8.0,150,10
717,0.8368631165843426,entropy,10.0,8.0,200,5
813,0.8368631165843426,log_loss,,8.0,200,5
909,0.8368631165843426,log_loss,15.0,8.0,200,5
1100,0.8368631165843426,gini,20.0,8.0,150,10
653,0.8368631165843426,entropy,,8.0,200,5
1036,0.8368631165843426,gini,10.0,8.0,150,10
941,0.8368631165843426,log_loss,20.0,8.0,200,5
749,0.8368631165843426,entropy,15.0,8.0,200,5
972,0.8368631165843426,gini,,8.0,150,10
428,0.836795453007646,log_loss,15.0,8.0,150,3
300,0.836795453007646,entropy,20.0,8.0,150,3
268,0.836795453007646,entropy,15.0,8.0,150,3
172,0.836795453007646,entropy,,8.0,150,3
460,0.836795453007646,log_loss,20.0,8.0,150,3
396,0.836795453007646,log_loss,10.0,8.0,150,3
236,0.836795453007646,entropy,10.0,8.0,150,3
332,0.836795453007646,log_loss,,8.0,150,3
687,0.8367277894309493,entropy,5.0,8.0,400,5
847,0.8367277894309493,log_loss,5.0,8.0,400,5
239,0.8366601258542526,entropy,10.0,8.0,400,3
271,0.8366601258542526,entropy,15.0,8.0,400,3
463,0.8366601258542526,log_loss,20.0,8.0,400,3
399,0.8366601258542526,log_loss,10.0,8.0,400,3
335,0.8366601258542526,log_loss,,8.0,400,3
524,0.8366601258542526,gini,5.0,8.0,150,5
431,0.8366601258542526,log_loss,15.0,8.0,400,3
303,0.8366601258542526,entropy,20.0,8.0,400,3
175,0.8366601258542526,entropy,,8.0,400,3
1327,0.836592462277556,log_loss,5.0,8.0,400,10
1167,0.836592462277556,entropy,5.0,8.0,400,10
1325,0.836389471547466,log_loss,5.0,8.0,200,10
685,0.836389471547466,entropy,5.0,8.0,200,5
206,0.836389471547466,entropy,5.0,8.0,300,3
1165,0.836389471547466,entropy,5.0,8.0,200,10
366,0.836389471547466,log_loss,5.0,8.0,300,3
845,0.836389471547466,log_loss,5.0,8.0,200,5
1005,0.8363218079707694,gini,5.0,8.0,200,10
684,0.8362541443940726,entropy,5.0,8.0,150,5
844,0.8362541443940726,log_loss,5.0,8.0,150,5
1324,0.8362541443940726,log_loss,5.0,8.0,150,10
1164,0.8362541443940726,entropy,5.0,8.0,150,10
1004,0.8362541443940726,gini,5.0,8.0,150,10
205,0.836186480817376,entropy,5.0,8.0,200,3
365,0.836186480817376,log_loss,5.0,8.0,200,3
1099,0.8361188172406794,gini,20.0,7.0,400,10
619,0.8361188172406794,gini,20.0,7.0,400,5
491,0.8361188172406794,gini,,7.0,400,5
587,0.8361188172406794,gini,15.0,7.0,400,5
555,0.8361188172406794,gini,10.0,7.0,400,5
971,0.8361188172406794,gini,,7.0,400,10
1067,0.8361188172406794,gini,15.0,7.0,400,10
1035,0.8361188172406794,gini,10.0,7.0,400,10
618,0.8360511536639826,gini,20.0,7.0,300,5
586,0.8360511536639826,gini,15.0,7.0,300,5
554,0.8360511536639826,gini,10.0,7.0,300,5
490,0.8360511536639826,gini,,7.0,300,5
364,0.835780499357196,log_loss,5.0,8.0,150,3
204,0.835780499357196,entropy,5.0,8.0,150,3
207,0.8357128357804994,entropy,5.0,8.0,400,3
367,0.8357128357804994,log_loss,5.0,8.0,400,3
1003,0.8354421814737127,gini,5.0,7.0,400,10
523,0.8354421814737127,gini,5.0,7.0,400,5
1034,0.835374517897016,gini,10.0,7.0,300,10
970,0.835374517897016,gini,,7.0,300,10
1066,0.835374517897016,gini,15.0,7.0,300,10
1098,0.835374517897016,gini,20.0,7.0,300,10
138,0.8352391907436227,gini,20.0,7.0,300,3
74,0.8352391907436227,gini,10.0,7.0,300,3
106,0.8352391907436227,gini,15.0,7.0,300,3
10,0.8352391907436227,gini,,7.0,300,3
1002,0.8351038635902294,gini,5.0,7.0,300,10
139,0.8350362000135327,gini,20.0,7.0,400,3
11,0.8350362000135327,gini,,7.0,400,3
75,0.8350362000135327,gini,10.0,7.0,400,3
522,0.8350362000135327,gini,5.0,7.0,300,5
107,0.8350362000135327,gini,15.0,7.0,400,3
43,0.8349008728601394,gini,5.0,7.0,400,3
552,0.8345625549766561,gini,10.0,7.0,150,5
584,0.8345625549766561,gini,15.0,7.0,150,5
616,0.8345625549766561,gini,20.0,7.0,150,5
488,0.8345625549766561,gini,,7.0,150,5
9,0.8343595642465661,gini,,7.0,200,3
969,0.8343595642465661,gini,,7.0,200,10
137,0.8343595642465661,gini,20.0,7.0,200,3
1033,0.8343595642465661,gini,10.0,7.0,200,10
105,0.8343595642465661,gini,15.0,7.0,200,3
1065,0.8343595642465661,gini,15.0,7.0,200,10
1097,0.8343595642465661,gini,20.0,7.0,200,10
73,0.8343595642465661,gini,10.0,7.0,200,3
42,0.8342919006698694,gini,5.0,7.0,300,3
521,0.8341565735164761,gini,5.0,7.0,200,5
553,0.8340889099397795,gini,10.0,7.0,200,5
1355,0.8340889099397795,log_loss,10.0,7.0,400,10
1419,0.8340889099397795,log_loss,20.0,7.0,400,10
489,0.8340889099397795,gini,,7.0,200,5
617,0.8340889099397795,gini,20.0,7.0,200,5
1386,0.8340889099397795,log_loss,15.0,7.0,300,10
585,0.8340889099397795,gini,15.0,7.0,200,5
1387,0.8340889099397795,log_loss,15.0,7.0,400,10
1258,0.8340889099397795,entropy,20.0,7.0,300,10
1259,0.8340889099397795,entropy,20.0,7.0,400,10
1194,0.8340889099397795,entropy,10.0,7.0,300,10
1130,0.8340889099397795,entropy,,7.0,300,10
1354,0.8340889099397795,log_loss,10.0,7.0,300,10
1226,0.8340889099397795,entropy,15.0,7.0,300,10
1131,0.8340889099397795,entropy,,7.0,400,10
1227,0.8340889099397795,entropy,15.0,7.0,400,10
1418,0.8340889099397795,log_loss,20.0,7.0,300,10
1000,0.8340889099397795,gini,5.0,7.0,150,10
1290,0.8340889099397795,log_loss,,7.0,300,10
1291,0.8340889099397795,log_loss,,7.0,400,10
1195,0.8340889099397795,entropy,10.0,7.0,400,10
1162,0.8339535827863861,entropy,5.0,7.0,300,10
1322,0.8339535827863861,log_loss,5.0,7.0,300,10
1163,0.8338859192096895,entropy,5.0,7.0,400,10
1032,0.8338859192096895,gini,10.0,7.0,150,10
968,0.8338859192096895,gini,,7.0,150,10
520,0.8338859192096895,gini,5.0,7.0,150,5
1064,0.8338859192096895,gini,15.0,7.0,150,10
1096,0.8338859192096895,gini,20.0,7.0,150,10
1323,0.8338859192096895,log_loss,5.0,7.0,400,10
651,0.8338182556329927,entropy,,7.0,400,5
907,0.8338182556329927,log_loss,15.0,7.0,400,5
811,0.8338182556329927,log_loss,,7.0,400,5
779,0.8338182556329927,entropy,20.0,7.0,400,5
939,0.8338182556329927,log_loss,20.0,7.0,400,5
715,0.8338182556329927,entropy,10.0,7.0,400,5
747,0.8338182556329927,entropy,15.0,7.0,400,5
875,0.8338182556329927,log_loss,10.0,7.0,400,5
1321,0.8337505920562961,log_loss,5.0,7.0,200,10
1161,0.8337505920562961,entropy,5.0,7.0,200,10
843,0.8337505920562961,log_loss,5.0,7.0,400,5
683,0.8337505920562961,entropy,5.0,7.0,400,5
72,0.8336829284795995,gini,10.0,7.0,150,3
8,0.8336829284795995,gini,,7.0,150,3
136,0.8336829284795995,gini,20.0,7.0,150,3
104,0.8336829284795995,gini,15.0,7.0,150,3
1001,0.8334799377495095,gini,5.0,7.0,200,10
203,0.8332769470194195,entropy,5.0,7.0,400,3
41,0.8332769470194195,gini,5.0,7.0,200,3
363,0.8332769470194195,log_loss,5.0,7.0,400,3
331,0.8332092834427228,log_loss,,7.0,400,3
459,0.8332092834427228,log_loss,20.0,7.0,400,3
171,0.8332092834427228,entropy,,7.0,400,3
427,0.8332092834427228,log_loss,15.0,7.0,400,3
395,0.8332092834427228,log_loss,10.0,7.0,400,3
299,0.8332092834427228,entropy,20.0,7.0,400,3
235,0.8332092834427228,entropy,10.0,7.0,400,3
267,0.8332092834427228,entropy,15.0,7.0,400,3
1224,0.8330739562893295,entropy,15.0,7.0,150,10
1288,0.8330739562893295,log_loss,,7.0,150,10
40,0.8330739562893295,gini,5.0,7.0,150,3
1384,0.8330739562893295,log_loss,15.0,7.0,150,10
1352,0.8330739562893295,log_loss,10.0,7.0,150,10
1256,0.8330739562893295,entropy,20.0,7.0,150,10
1128,0.8330739562893295,entropy,,7.0,150,10
1192,0.8330739562893295,entropy,10.0,7.0,150,10
1416,0.8330739562893295,log_loss,20.0,7.0,150,10
1417,0.8330062927126328,log_loss,20.0,7.0,200,10
1225,0.8330062927126328,entropy,15.0,7.0,200,10
1257,0.8330062927126328,entropy,20.0,7.0,200,10
1129,0.8330062927126328,entropy,,7.0,200,10
